單詞,TF,DF
院長蘇,81,70
進出口,81,51
舉行會,81,68
能發電,81,46
總統的,81,62
目前全,81,81
的條件,81,76
的東京,81,68
有一些,81,73
文指出,81,79
據彭博,81,79
我們也,81,55
工程師,81,52
大陸與,81,72
夏普公,81,67
國旅遊,81,60
國外交,81,64
和南韓,81,73
台灣文,81,48
動裝置,81,62
仲裁法,81,42
以每股,81,61
以及日,81,80
也因此,81,78
並不是,81,63
預期的,80,77
院今天,80,71
處理器,80,39
目前台,80,78
的面板,80,63
的承諾,80,72
機大廠,80,73
業工會,80,29
會指出,80,67
易夥伴,80,52
日經濟,80,79
政府也,80,76
據統計,80,76
持有的,80,62
大企業,80,55
在香港,80,47
在倫敦,80,67
台灣廠,80,57
台灣和,80,73
台日漁,80,50
北市長,80,70
出台灣,80,72
公司也,80,73
優先股,80,68
高科技,79,68
雙方都,79,69
金融時,79,60
還可以,79,65
進日本,79,76
這次的,79,73
議題上,79,64
製造的,79,67
蘋概股,79,57
聲明表,79,70
第一名,79,65
看起來,79,74
的歐盟,79,66
的報導,79,67
沒有人,79,69
歐盟公,79,56
東京分,79,43
日開盤,79,61
日本不,79,73
於東京,79,74
政部長,79,72
影響的,79,74
市場成,79,71
工作人,79,59
家銀行,79,63
家企業,79,64
在明年,79,72
國領袖,79,59
國際美,79,58
國際旅,79,41
國泰金,79,57
國國民,79,74
商務部,79,41
台灣金,79,53
台灣農,79,34
事長林,79,64
事會決,79,73
陳建仁,78,34
銀行團,78,40
部長李,78,74
通訊社,78,70
較高的,78,71
認為是,78,76
行董事,78,67
續進行,78,75
經理陳,78,67
研發的,78,67
目的地,78,54
的液晶,78,56
的女性,78,59
的地位,78,69
的力量,78,71
發中心,78,39
正成長,78,52
歐洲的,78,66
會秘書,78,70
日本有,78,73
日本一,78,72
文化的,78,73
收盤價,78,72
截至今,78,70
幹事長,78,45
年新高,78,69
大幅提,78,72
大學教,78,57
博覽會,78,44
北韓今,78,64
出歐盟,78,57
公里的,78,67
元關卡,78,69
世界第,78,72
點大關,77,60
高收益,77,37
軍基地,77,47
美國人,77,64
第一大,77,67
目前市,77,76
的紓困,77,44
的做法,77,72
白皮書,77,30
為夏普,77,72
曹啟鴻,77,28
日漁業,77,45
日本各,77,69
帶動下,77,68
對鴻海,77,65
將維持,77,70
學研究,77,62
報報導,77,75
台灣電,77,49
可能出,77,74
及國際,77,72
南台灣,77,53
來發展,77,72
一度大,77,67
陽光電,76,19
銀行總,76,62
資金流,76,59
等國際,76,75
盟公投,76,54
的航班,76,54
的法律,76,48
的民主,76,54
的大型,76,69
生活的,76,66
營收為,76,60
為今年,76,73
概念股,76,53
業生產,76,53
日本為,76,72
持續增,76,71
成功的,76,68
將公布,76,68
實驗室,76,52
國國會,76,58
北韓發,76,54
先進國,76,60
任董事,76,45
不穩定,76,71
下一個,76,70
鴻海收,75,62
鴻海提,75,50
馬拉松,75,25
進行的,75,68
赴日旅,75,53
與全球,75,68
紅十字,75,20
等領域,75,69
的重點,75,74
的聲音,75,61
的標準,75,62
的大陸,75,64
特別提,75,58
業者的,75,67
未來幾,75,67
未來可,75,75
會議中,75,67
時代的,75,59
是沒有,75,70
日舉辦,75,72
日本將,75,72
政府與,75,69
意味著,75,72
得日本,75,68
很好的,75,64
廳表示,75,61
市場指,75,35
委會主,75,71
太陽光,75,19
天舉辦,75,72
大陸和,75,66
外投資,75,53
在亞太,75,59
在一起,75,66
其中有,75,71
全球前,75,55
兌歐元,75,62
今年初,75,71
些國家,75,68
中心主,75,69
三重縣,75,43
黨籍立,74,56
高齡化,74,55
進國家,74,59
藝術節,74,22
航空業,74,50
能成為,74,69
美國及,74,71
穆斯林,74,42
相關部,74,67
益城町,74,40
的總統,74,65
的海外,74,68
的成果,74,63
由台灣,74,66
是大陸,74,68
是什麼,74,68
於鴻海,74,66
於夏普,74,67
影響台,74,60
大尺寸,74,54
夏普案,74,48
場指數,74,34
在北京,74,63
因為這,74,70
史上最,74,69
去日本,74,68
半年營,74,50
共和國,74,49
價下跌,74,69
來新低,74,70
但由於,74,70
伴手禮,74,37
人投資,74,56
人士說,74,56
亞市場,74,57
世界最,74,68
高風險,73,51
金額為,73,47
邊關係,73,65
農曆年,73,62
諾貝爾,73,34
萬元的,73,65
目前有,73,70
的貢獻,73,67
的會議,73,69
的員工,73,58
的兩岸,73,57
瀨戶內,73,24
準備好,73,65
有明顯,73,59
於其他,73,70
對南海,73,49
國際上,73,66
國媒體,73,61
協國家,73,44
出來的,73,63
元作收,73,72
仲裁庭,73,23
代表人,73,47
今天早,73,69
事業的,73,67
主要的,73,70
中心的,73,67
世界大,73,60
需求的,72,65
購物網,72,32
與韓國,72,66
能持續,72,67
美術館,72,38
等議題,72,64
皮塞克,72,16
的業績,72,62
理監事,72,53
為世界,72,67
活動的,72,66
機市場,72,54
查結果,72,53
李克強,72,38
未來也,72,70
方公尺,72,48
政府有,72,64
支持者,72,58
彭淮南,72,30
將陸續,72,68
家廠商,72,60
夏普總,72,43
夏普簽,72,55
在國會,72,65
國投資,72,65
含日本,72,52
參議員,72,54
化妝品,72,44
前市場,72,68
全球新,72,44
他希望,72,69
今天收,72,72
人指出,72,61
鴻海對,71,61
高度關,71,65
還包括,71,70
述消息,71,61
較前一,71,57
被日本,71,66
華亞科,71,21
英格蘭,71,49
而台灣,71,67
相關資,71,64
目的是,71,70
的照片,71,57
的最佳,71,67
的學生,71,56
的城市,71,56
發市場,71,64
由於日,71,66
為亞洲,71,64
為了讓,71,66
法拉吉,71,26
次公投,71,47
業數據,71,61
更重要,71,67
是未來,71,64
日圓對,71,58
日亞化,71,15
數成長,71,54
支持率,71,39
息預期,71,59
年時間,71,70
已開始,71,68
已完成,71,65
季業績,71,48
大使館,71,54
多國家,71,63
國銀行,71,57
國神社,71,20
可以看,71,63
反應爐,71,25
及相關,71,62
去年成,71,61
去年全,71,65
南阿蘇,71,37
助台灣,71,58
其次是,71,63
全球各,71,67
週年慶,70,24
要國家,70,63
華航空,70,49
股票型,70,45
而日本,70,70
的速度,70,68
的朋友,70,58
的成本,70,65
的基本,70,66
為主要,70,69
灣第一,70,61
民權益,70,52
有相當,70,68
有一定,70,66
最大漲,70,60
曾表示,70,68
是第一,70,62
日旅遊,70,50
排行榜,70,48
市場中,70,65
已開發,70,54
對未來,70,66
夏威夷,70,37
在釣魚,70,42
國製造,70,46
台旅客,70,36
原能會,70,21
包括中,70,67
前全球,70,67
傳統的,70,65
人說明,70,68
也成為,70,68
飛彈的,69,52
訪問團,69,42
科技股,69,52
的變化,69,66
的比例,69,63
的應用,69,57
的建築,69,50
的專業,69,62
的客戶,69,62
的功能,69,66
的傳統,69,61
發生後,69,65
發生在,69,61
淨流入,69,30
海和平,69,34
江啟臣,69,28
業投資,69,59
查報告,69,53
明天將,69,65
斯達克,69,60
支持脫,69,46
持續進,69,66
持續推,69,64
我認為,69,63
季獲利,69,57
央行的,69,60
外交官,69,45
在世界,69,65
圖書館,69,18
合作協,69,51
台灣地,69,62
召開的,69,63
協助台,69,60
分之一,69,63
出國旅,69,51
共同開,69,54
仍維持,69,66
今天將,69,64
也不是,69,66
主辦的,69,64
一時間,69,66
黃海南,68,37
面影響,68,61
銷售額,68,39
進口的,68,61
資策會,68,23
許金龍,68,21
系統的,68,55
真正的,68,60
的談判,68,58
的權益,68,59
的機器,68,50
的區域,68,65
的交流,68,61
玉山銀,68,18
海警船,68,27
業績可,68,44
朱立倫,68,30
有部分,68,65
月高點,68,57
會執行,68,61
日圓現,68,38
方合作,68,64
數十年,68,65
投資案,68,59
所需的,68,64
年度的,68,62
市場也,68,64
就開始,68,64
天市場,68,16
增加到,68,50
城市的,68,51
在台中,68,47
圖斯克,68,36
國與歐,68,54
國總理,68,61
國海軍,68,44
國國際,68,61
和夏普,68,58
周年慶,68,29
向夏普,68,56
台達電,68,32
及東海,68,44
力可達,68,42
價上漲,68,65
個小時,68,65
二二八,68,16
事長陳,68,62
世界上,68,65
上市的,68,58
一階段,68,57
龐大的,67,61
陳水扁,67,36
院長張,67,60
還沒有,67,67
遭日本,67,55
行會談,67,55
舞水端,67,20
美國等,67,63
總統就,67,46
網報導,67,65
稅後淨,67,51
的銀行,67,54
的管理,67,62
的概念,67,63
的故事,67,51
的意見,67,63
發表的,67,59
特別的,67,65
熊本市,67,43
海域的,67,54
氣候變,67,41
每個人,67,61
林永樂,67,26
望今年,67,60
有民眾,67,58
會造成,67,62
是世界,67,65
日盤中,67,57
日本進,67,62
於英國,67,61
於台北,67,60
政府已,67,64
感測器,67,42
市長強,67,65
市表現,67,59
就業數,67,55
對人民,67,37
大飯店,67,40
大學生,67,46
國際間,67,59
哈日族,67,36
和英國,67,60
同樣的,67,64
台股在,67,60
台灣本,67,49
台新銀,67,28
及臺灣,67,35
及歐洲,67,62
南韓的,67,60
到國際,67,60
兩個月,67,64
今天是,67,62
之一的,67,60
一個人,67,59
阿蘇村,66,31
銷售的,66,63
這就是,66,58
英國留,66,49
相對較,66,64
的規模,66,63
的理由,66,57
的方法,66,57
的意願,66,59
的廠商,66,60
畢業生,66,35
環境下,66,62
為自己,66,60
災地區,66,49
漁民權,66,48
民銀行,66,61
是國內,66,57
日本出,66,65
日圓今,66,62
指數今,66,60
年平均,66,57
年前的,66,61
已經有,66,65
對於台,66,63
將有助,66,64
密切關,66,59
家日本,66,60
安全保,66,54
大陸等,66,62
基本上,66,61
在官網,66,60
吸塵器,66,18
及香港,66,59
及澎湖,66,51
午舉行,66,65
前首相,66,62
億英鎊,66,42
個城市,66,51
仍持續,66,65
京大學,66,44
主要因,66,61
三今天,66,65
食品的,65,52
集團總,65,56
除日本,65,60
資產的,65,61
負成長,65,54
與經濟,65,62
短時間,65,60
盤價為,65,65
的開發,65,55
的製造,65,51
的航空,65,57
的市占,65,50
的商業,65,55
的利率,65,60
是唯一,65,61
日收盤,65,62
日在台,65,60
我們在,65,53
年多來,65,46
年來首,65,59
實際上,65,61
富邦金,65,53
多年的,65,63
各國的,65,62
台灣高,65,49
區域的,65,51
勞動力,65,41
前十大,65,40
到現在,65,64
以來首,65,60
今年在,65,57
亞洲最,65,51
一連串,65,63
鴻海在,64,56
鐵礦砂,64,53
里程碑,64,59
過日本,64,63
資銀行,64,45
許多國,64,61
計程車,64,30
股基金,64,33
經濟不,64,58
童振源,64,24
的資訊,64,54
的藝術,64,44
的目的,64,62
的外國,64,55
的地區,64,63
的因素,64,59
的共同,64,51
的優惠,64,51
的作法,64,57
的主權,64,54
產汽車,64,42
無論是,64,60
核子試,64,40
望藉由,64,62
是一大,64,62
旅遊業,64,49
新技術,64,59
提供更,64,57
持續下,64,60
成為國,64,62
成分股,64,32
府官員,64,56
市場發,64,55
將在今,64,63
媒體的,64,39
天正式,64,58
大漲幅,64,57
地區及,64,39
吉祥物,64,43
台灣面,64,42
反傾銷,64,25
出現在,64,60
公尺的,64,51
低氣壓,64,47
今年下,64,60
今天出,64,63
事業群,64,44
不管是,64,62
賴清德,63,29
說明書,63,38
行今天,63,56
處處長,63,56
英國將,63,57
與去年,63,54
能產業,63,35
續推動,63,60
總金額,63,50
總成交,63,59
經濟產,63,54
經濟區,63,37
研發中,63,33
的記者,63,62
的第二,63,59
的成功,63,59
的協商,63,58
的健康,63,54
的供應,63,48
的主因,63,63
王育敏,63,28
營運的,63,61
淨流出,63,25
求日本,63,51
次世界,63,52
果公司,63,49
是亞洲,63,62
是一種,63,57
日本夏,63,62
日本以,63,62
應用在,63,50
年歷史,63,61
市場關,63,57
客戶的,63,61
在第一,63,57
國旅客,63,43
國外長,63,29
國出口,63,47
唯一的,63,61
和平與,63,55
台灣總,63,50
及英國,63,61
到大陸,63,54
元大投,63,33
保養品,63,38
來首度,63,62
來自於,63,63
今年度,63,51
也持續,63,61
之所以,63,62
上市櫃,63,53
黨執政,62,52
高水準,62,55
音樂會,62,23
附近海,62,40
這麼多,62,56
資本額,62,50
被稱為,62,60
表現相,62,60
英國國,62,54
能事業,62,35
結果出,62,60
盤中最,62,59
盤一度,62,54
的電子,62,50
的軍事,62,54
的董事,62,52
的效果,62,51
的台北,62,53
的出口,62,52
王金平,62,17
為目標,62,57
為國內,62,60
灣金融,62,43
淨多單,62,46
有其他,62,60
是來自,62,60
日本內,62,60
日本上,62,58
政府要,62,56
政府官,62,56
強大的,62,60
對國際,62,56
將增加,62,58
定因素,62,55
天中午,62,54
大影響,62,58
在高雄,62,50
在南韓,62,49
國觀光,62,46
國漁民,62,40
和泰車,62,26
受矚目,62,57
千葉縣,62,45
創新的,62,57
前報導,62,57
分別在,62,60
公海捕,62,34
公投的,62,55
全球首,62,55
全方位,62,55
先進的,62,54
元匯價,62,49
個月高,62,54
個月新,62,58
個月以,62,55
今年營,62,54
也相當,62,59
並強調,62,62
不少人,62,59
一度跌,62,55
零售業,61,36
金額達,61,55
這些都,61,59
這些人,61,50
貨幣的,61,49
計畫的,61,56
被認為,61,58
行表示,61,50
藝術祭,61,12
能維持,61,58
美國就,61,47
續留歐,61,38
經濟艙,61,30
紓困案,61,39
等產品,61,55
的重大,61,61
的談話,61,60
的現象,61,55
的戰略,61,52
的南海,61,48
留歐盟,61,43
獨特的,61,59
營收達,61,48
為鴻海,61,53
漁民在,61,48
每小時,61,39
正式簽,61,55
款利率,61,44
未來會,61,60
月新高,61,56
會成為,61,56
最大單,61,55
是去年,61,58
日開始,61,59
日月光,61,35
年來台,61,56
將擴大,61,57
在印度,61,40
國發會,61,41
國大選,61,53
台灣精,61,24
可能發,61,55
副院長,61,52
依序為,61,50
任社長,61,46
中國在,61,47
中南部,61,47
不希望,61,57
不公平,61,50
體而言,60,59
馬自達,60,23
預計明,60,57
雙方合,60,57
還是會,60,55
這幾年,60,53
跟日本,60,52
謝金河,60,24
要原因,60,59
自治體,60,15
股今早,60,38
聯合軍,60,37
翁啟惠,60,15
美元貶,60,55
美元成,60,60
經濟與,60,55
的熊本,60,47
的汽車,60,50
的模式,60,51
的一年,60,53
界認為,60,55
產品出,60,41
球晶圓,60,14
為基礎,60,58
民黨籍,60,45
條約第,60,45
林明昇,60,20
東京舉,60,55
未來在,60,59
未來不,60,55
會進行,60,57
會計師,60,38
是可以,60,57
採訪時,60,57
手機的,60,50
戰期間,60,50
廢鋼每,60,38
將透過,60,54
安全性,60,54
多日本,60,60
在沖繩,60,38
在東海,60,49
因美國,60,55
回台灣,60,56
喜愛的,60,57
呼籲民,60,53
向國際,60,52
可能再,60,59
受關注,60,60
創造出,60,54
前表示,60,59
出日本,60,59
全球資,60,56
們認為,60,57
今年台,60,49
亞太經,60,56
也不能,60,54
主持人,60,48
中國外,60,49
一直是,60,59
鴻海和,59,45
陳吉仲,59,22
除權息,59,45
針對台,59,56
還有一,59,59
過去幾,59,53
西德州,59,56
號颱風,59,31
蔡明耀,59,25
自己是,59,51
自去年,59,57
股市的,59,56
美國財,59,40
美國有,59,58
績表現,59,50
經營重,59,49
結構改,59,46
籍漁船,59,44
第三方,59,45
的電視,59,50
的脫歐,59,46
的最後,59,58
的公投,59,54
的任務,59,50
留歐派,59,45
特斯拉,59,23
法務部,59,34
業報告,59,45
有競爭,59,50
會議的,59,53
會發生,59,56
日本原,59,53
日前在,59,56
日兩國,59,49
技術與,59,54
影響到,59,54
幅升值,59,51
導致日,59,54
寬鬆的,59,49
家指出,59,53
官員說,59,51
委員長,59,46
天發布,59,55
天在台,59,54
國就業,59,45
因為他,59,58
台灣機,59,30
可以讓,59,56
南海爭,59,45
出版社,59,30
公司業,59,51
個基點,59,42
但今年,59,58
企業家,59,36
今年也,59,58
交易量,59,48
主因是,59,56
不接受,59,53
鹿兒島,58,37
預期今,58,51
開放的,58,53
長時間,58,57
華表示,58,45
脫歐對,58,46
股方面,58,47
美元對,58,49
續擴大,58,55
等市場,58,56
的自由,58,54
的紀錄,58,56
的歐洲,58,52
的業務,58,52
營收年,58,51
法委員,58,53
歷史性,58,44
業銀行,58,49
柯克斯,58,16
本益比,58,43
有影響,58,47
是針對,58,51
日登場,58,56
日本文,58,53
旗艦店,58,35
旅客可,58,49
於今天,58,57
所謂的,58,58
彩繪機,58,17
年整體,58,52
布萊爾,58,21
市場動,58,52
屏東縣,58,43
局今天,58,50
將進行,58,54
安倍政,58,50
多民眾,58,56
多元的,58,58
在過去,58,54
在這裡,58,51
和歐盟,58,39
同期的,58,43
台灣參,58,46
占整體,58,49
創下歷,58,56
券市場,58,42
公司營,58,51
公司將,58,54
信表示,58,51
來銀行,58,46
但我們,58,53
但如果,58,56
代表性,58,52
代工廠,58,48
主要原,58,57
中央政,58,51
預計於,57,54
電視機,57,30
離開歐,57,47
集團在,57,50
險公司,57,35
開發商,57,41
邦交國,57,31
邁入第,57,53
讓大家,57,54
議題的,57,53
認為台,57,54
行利率,57,46
至今已,57,55
美市場,57,41
續維持,57,51
相關業,57,48
的言論,57,52
的解決,57,51
的規定,57,52
的布局,57,52
由於美,57,55
爭議的,57,52
為因應,57,55
每年都,57,53
櫃公司,57,43
望持續,57,53
是北韓,57,47
日美軍,57,23
日本中,57,50
於國際,57,55
新一波,57,54
政策不,57,50
政府會,57,46
持英國,57,41
後表示,57,56
張憶芬,57,2
年表現,57,53
師認為,57,57
市場已,57,55
工業局,57,38
家業者,57,49
天然氣,57,37
基金的,57,49
在聲明,57,47
在熊本,57,46
國際電,57,38
國際觀,57,38
和平的,57,44
台灣政,57,50
台灣及,57,52
可持續,57,53
參與國,57,45
即將在,57,55
午召開,57,55
到中國,57,56
利成長,57,51
公投前,57,50
個多月,57,54
來首次,57,53
代理商,57,41
人預期,57,47
也是一,57,55
也因為,57,53
主要股,57,53
中長期,57,52
下歷史,57,53
三個月,57,54
一定的,57,53
鴻海今,56,50
韓聯合,56,54
電系統,56,29
雙方將,56,49
開發出,56,51
鋼鐵產,56,26
這不是,56,52
讓更多,56,53
護漁民,56,39
觀光旅,56,42
要客戶,56,47
表示將,56,54
與日方,56,44
美國對,56,50
續增加,56,52
維持平,56,40
種情況,56,51
程飛彈,56,36
的金額,56,54
的財政,56,52
的營業,56,51
的海洋,56,40
的一部,56,53
發展公,56,26
產業界,56,42
率高達,56,51
洲經濟,56,44
正確的,56,50
期美國,56,52
有多少,56,51
會增加,56,53
曾銘宗,56,20
日本今,56,51
日推出,56,51
方海面,56,50
政府正,56,50
推出全,56,52
指數的,56,50
從今年,56,55
很高興,56,53
建築師,56,31
希望讓,56,52
市食品,56,41
川普勝,56,39
家門市,56,39
如日本,56,56
奇寶貝,56,17
天股價,56,53
多媒體,56,42
士學位,56,42
地震的,56,43
在桃園,56,50
在北緯,56,44
國與日,56,52
國家中,56,50
品市場,56,45
各地的,56,54
台灣美,56,31
台灣區,56,51
台新金,56,21
及全球,56,51
公布第,56,52
公司與,56,52
公司今,56,55
信業者,56,44
今年有,56,52
京當局,56,46
亞馬遜,56,29
也開始,56,55
也認為,56,55
也推出,56,50
不應該,56,53
下一步,56,55
上台後,56,50
一路走,56,53
需要的,55,51
金額約,55,53
部統計,55,52
遠高於,55,54
進口商,55,38
這些國,55,47
車公司,55,33
請日本,55,50
興經濟,55,42
與金融,55,47
至少有,55,51
聲明說,55,50
考慮到,55,52
第一金,55,36
相關商,55,36
目標價,55,26
的聲明,55,51
的情形,55,52
的平均,55,50
的人民,55,49
的一個,55,54
發表演,55,53
發生強,55,51
產品線,55,51
生產力,55,43
現在是,55,48
率維持,55,48
獎得主,55,35
為未來,55,53
灣銀行,55,35
消費滿,55,43
民眾在,55,55
每日新,55,39
業服務,55,27
根本不,55,49
有這樣,55,49
晶圓廠,55,34
是否能,55,52
日本南,55,53
日之間,55,48
政策會,55,48
政府為,55,53
成為日,55,51
應該會,55,53
應用於,55,47
息的預,55,55
徐重仁,55,14
座談會,55,39
幾乎都,55,52
年首度,55,53
年景氣,55,44
年成立,55,53
希望台,55,50
市議員,55,41
對其他,55,51
家認為,55,52
家樂福,55,21
定是否,55,49
媒體詢,55,52
好關係,55,46
央行今,55,49
大跌幅,55,48
在公投,55,43
問題是,55,52
品出口,55,35
名員工,55,45
台灣加,55,45
南韓與,55,54
加上美,55,53
其實是,55,53
公投後,55,51
價值的,55,50
企業在,55,41
事業部,55,39
預估將,54,54
韓蒙德,54,22
面板供,54,41
電子零,54,36
零配件,54,18
院表示,54,44
關單位,54,47
部長林,54,50
選美國,54,46
進行協,54,50
進台灣,54,49
跨境電,54,24
超台股,54,50
質詢時,54,49
賣出價,54,31
資訊科,54,43
讓英國,54,45
讓他們,54,49
調機構,54,52
解析度,54,33
見日本,54,48
行業者,54,39
良好的,54,53
與企業,54,52
者物價,54,46
美國海,54,34
給日本,54,47
終場以,54,53
科技的,54,45
科技業,54,45
矚目的,54,51
真的很,54,45
盤上漲,54,43
的資源,54,45
的訂單,54,50
的科技,54,46
的日圓,54,50
的工廠,54,47
的專利,54,33
的國內,54,46
百合子,54,32
百分之,54,38
決定要,54,49
民黨主,54,52
機場的,54,47
有關的,54,51
更大的,54,52
時間點,54,48
是重要,54,52
日本新,54,48
於大陸,54,51
整體營,54,48
政府發,54,51
政府一,54,49
投資公,54,40
必要的,54,52
年第一,54,51
市場仍,54,51
差不多,54,53
天清晨,54,47
天晚間,54,50
大分縣,54,26
外旅遊,54,45
夏普也,54,52
報每桶,54,40
國遊客,54,24
國合作,54,51
商品的,54,44
和國際,54,50
司令部,54,33
台灣製,54,37
台灣發,54,50
台灣新,54,41
台灣成,54,52
台日經,54,28
台北與,54,54
可能對,54,51
受訪者,54,31
受到日,54,53
參與的,54,49
原本預,54,51
南韓外,54,41
動脫歐,54,43
力支持,54,51
力推動,54,48
創公司,54,43
價每公,54,34
假期間,54,42
亞洲第,54,46
也提到,54,53
主要受,54,52
中國政,54,36
中國市,54,48
世界級,54,41
不認為,54,50
不會在,54,51
不得不,54,50
下午舉,54,53
三分之,54,52
麥當勞,53,21
駐日本,53,46
電信業,53,41
還是有,53,52
這個國,53,26
討論的,53,48
訊科技,53,43
計畫在,53,49
行協商,53,48
著名的,53,47
英國是,53,43
與歐洲,53,50
自由化,53,34
美國將,53,49
縣知事,53,41
線電視,53,41
經理李,53,47
經營權,53,37
終場收,53,49
第一季,53,41
立大學,53,36
科學家,53,29
的領域,53,48
的美元,53,40
的網路,53,42
的業者,53,45
的收購,53,43
的所有,53,49
的信心,53,49
的代表,53,52
用市場,53,41
產生的,53,51
正積極,53,50
正式宣,53,50
款遊戲,53,34
本地區,53,46
期增加,53,47
有效率,53,48
月正式,53,51
時間表,53,45
日本正,53,44
文化局,53,29
支持的,53,48
持續在,53,53
我們會,53,39
成交值,53,46
從來沒,53,46
庫藏股,53,26
希望日,53,41
布最新,53,51
巡邏船,53,30
局部霧,53,31
就是一,53,48
將在台,53,50
大陸人,53,32
大阪的,53,48
大銀行,53,36
大市場,53,45
大家一,53,48
在泰國,53,33
國際關,53,43
國可能,53,46
因此不,53,52
啟動脫,53,41
商品價,53,47
品銷售,53,45
台科大,53,10
台灣資,53,39
台灣一,53,48
及大陸,53,49
區域和,53,47
務人員,53,43
力發電,53,37
創歷年,53,33
全新的,53,47
入歐盟,53,40
來首見,53,48
但隨著,53,51
今天中,53,46
也將在,53,52
中最高,53,50
不景氣,53,49
下來的,53,52
預估的,52,49
震影響,52,50
銀行股,52,35
鄭文燦,52,24
選總統,52,48
趙天麟,52,18
財產權,52,35
讓我們,52,43
設計獎,52,20
行動電,52,30
興表示,52,48
與投資,52,51
至今仍,52,49
美國貨,52,51
美元漲,52,39
美元大,52,49
結構性,52,44
紀念日,52,36
第一步,52,50
的說明,52,45
的聯合,52,47
的理念,52,49
的父親,52,46
的動作,52,49
的人才,52,40
發行的,52,40
留歐的,52,42
界關注,52,50
產品及,52,45
為避免,52,52
決定是,52,47
民眾不,52,49
民健康,52,39
每個月,52,48
每一個,52,43
歐斯本,52,27
機構的,52,46
業務的,52,50
林郁方,52,15
東京大,52,42
未來台,52,48
未來一,52,41
望成為,52,50
最佳的,52,45
時左右,52,48
明顯的,52,51
斯總統,52,51
故鄉納,52,12
接受中,52,48
幅超過,52,46
市場將,52,48
局局長,52,45
對亞洲,52,45
將夏普,52,41
好市多,52,6
大環境,52,47
大幅減,52,48
在總統,52,47
國際研,52,41
國公債,52,42
員今天,52,51
吳敦義,52,23
名日本,52,41
吉卜力,52,11
台幣貶,52,48
占全球,52,45
南海主,52,39
包括大,52,50
務公司,52,28
動台灣,52,50
前美國,52,44
也強調,52,50
中日韓,52,20
黑鮪魚,51,13
鴻海是,51,48
鴻海不,51,31
高消費,51,37
預料將,51,46
雙方的,51,47
險資產,51,43
險情緒,51,43
際關係,51,41
避難所,51,27
過鴻海,51,44
這次會,51,36
這是一,51,47
載客率,51,34
變得更,51,48
與世界,51,49
至目前,51,50
能科技,51,29
能接受,51,46
美國不,51,46
總理李,51,48
總公司,51,37
系教授,51,50
等方面,51,49
等主要,51,49
積極與,51,48
神奈川,51,39
目前沒,51,50
的財務,51,47
的角度,51,45
的行程,51,48
的東西,51,42
的期待,51,45
的新興,51,44
的措施,51,49
的天氣,51,42
的國會,51,43
的印象,51,48
的其他,51,51
的使用,51,45
的事業,51,45
球投資,51,44
現金賣,51,29
灣方面,51,41
海外工,51,11
海主權,51,38
民主國,51,31
歲以下,51,40
業者也,51,48
有美國,51,42
會董事,51,42
會成員,51,37
書記長,51,39
星巴克,51,12
日發布,51,47
日本領,51,44
日本警,51,38
日本參,51,48
日本全,51,47
日將在,51,46
日圓大,51,48
於明年,51,45
政府公,51,43
指數大,51,46
技術研,51,43
影響不,51,43
希望大,51,48
市場基,51,30
富士通,51,15
安倍的,51,39
奧地利,51,40
大幅增,51,50
外資持,51,39
外資匯,51,35
外工作,51,11
國際航,51,34
國金融,51,46
國內經,51,45
國人的,51,47
和歐洲,51,50
和大陸,51,47
向日方,51,38
合作推,51,46
台灣中,51,50
去年營,51,46
前三大,51,39
到夏普,51,41
兩岸和,51,31
元貶值,51,45
價一度,51,45
像感測,51,28
便宜的,51,47
來可能,51,51
以因應,51,50
今年經,51,38
今年可,51,49
交易的,51,45
亞投行,51,11
事務的,51,47
上美國,51,49
上國際,51,47
高紀錄,50,46
高島屋,50,12
高品質,50,45
香港的,50,44
類產品,50,37
韓國的,50,46
面對的,50,48
電子股,50,42
雄獅旅,50,30
關心的,50,47
長王毅,50,50
銷售成,50,44
重整方,50,29
進行第,50,41
進行核,50,31
進入日,50,41
連續三,50,49
通膨率,50,30
資企業,50,41
賀陳旦,50,14
談判的,50,47
設計大,50,26
規模達,50,45
蘋果供,50,39
英鎊匯,50,35
英國民,50,40
英國新,50,41
與合作,50,48
股走勢,50,44
聯盟的,50,45
美國商,50,34
總投資,50,46
相關單,50,44
的預測,50,44
的能源,50,29
的焦點,50,47
的決議,50,44
的時刻,50,44
的提案,50,43
的商機,50,49
的危機,50,45
的優先,50,46
的人數,50,44
的一大,50,50
申請量,50,8
生態系,50,38
為我們,50,42
灣未來,50,41
滿意的,50,40
海上強,50,48
機面板,50,30
枚飛彈,50,31
本來就,50,45
有趣的,50,42
月上旬,50,44
更多人,50,47
智慧電,50,23
是透過,50,50
日股今,50,50
日本主,50,46
日公告,50,50
斯陣雨,50,33
推動的,50,50
控制器,50,17
指數開,50,42
很清楚,50,45
度大漲,50,44
年積極,50,50
已經是,50,47
局統計,50,47
尼伯特,50,27
對於這,50,48
對市場,50,47
將影響,50,46
客人數,50,39
孟加拉,50,24
媒體問,50,47
外資買,50,45
外資在,50,43
夏普發,50,38
夏普已,50,48
型企業,50,38
國際組,50,44
國漁船,50,42
國今年,50,43
因日圓,50,46
品牌廠,50,41
台灣方,50,40
可能還,50,49
可能成,50,46
南韓和,50,42
南韓三,50,46
南部地,50,37
十年來,50,47
務委員,50,46
動市場,50,44
加上國,50,45
公司已,50,49
內經濟,50,43
