單詞,TF,DF
要調整,55,51
要求交,55,47
補助的,55,52
被國際,55,51
表達最,55,48
蘭克林,55,30
薪資水,55,39
華醫藥,55,17
航台灣,55,43
與工會,55,35
與台大,55,48
與傳統,55,51
與中央,55,54
至今日,55,54
自由與,55,49
能電廠,55,33
能完全,55,52
背包客,55,40
股短線,55,51
而目前,55,54
美國學,55,46
續影響,55,55
總統暨,55,51
總共有,55,54
線上申,55,31
網路訂,55,38
綜所稅,55,38
給予台,55,55
管國霖,55,17
等廠商,55,51
等多個,55,52
章指出,55,40
立公司,55,50
看到他,55,51
看到了,55,49
直達車,55,29
目前主,55,54
的辛勞,55,52
的轉變,55,52
的評論,55,51
的補助,55,49
的臨時,55,45
的知識,55,54
的是要,55,54
的新台,55,54
的效率,55,50
的態勢,55,54
的回饋,55,48
的命運,55,51
的友善,55,49
的亞太,55,50
的主管,55,52
的不只,55,53
發生機,55,47
當時機,55,51
由大陸,55,51
田機場,55,31
用者的,55,46
產業能,55,55
產業供,55,52
產品應,55,53
產品展,55,38
生重大,55,54
瑞表示,55,46
理機關,55,49
現相當,55,55
玫瑰金,55,29
獲利王,55,42
營建業,55,33
無國界,55,46
為這次,55,54
為這樣,55,54
為全國,55,48
灣所有,55,51
灣好行,55,30
流發展,55,50
法院受,55,55
法捕魚,55,30
法完成,55,51
水暴漲,55,53
氣預測,55,49
氣低迷,55,52
民政局,55,40
步進行,55,52
此事件,55,50
歐洲航,55,35
檔震盪,55,48
構安全,55,38
業開發,55,42
業的競,55,51
業必須,55,49
林錦芳,55,26
李全教,55,14
未來成,55,51
未來中,55,51
期間也,55,54
期計畫,55,43
期待新,55,53
服務範,55,49
有系統,55,55
有的人,55,46
有決心,55,51
有大幅,55,54
會會議,55,47
會安排,55,54
最新發,55,54
最強的,55,52
最大獎,55,41
替代率,55,29
更美好,55,53
更可以,55,54
時間約,55,52
時間和,55,52
時舉行,55,54
是近期,55,54
是聯合,55,50
是當地,55,54
是怎麼,55,52
是否因,55,53
昨晚在,55,54
日本對,55,50
日本外,55,47
旗下台,55,53
於立法,55,49
料供應,55,43
文認為,55,52
文上午,55,54
數位創,55,20
教育等,55,51
教師工,55,48
政策和,55,51
據美國,55,51
提出抗,55,42
提供完,55,55
接駁車,55,46
接工作,55,35
採用的,55,51
持一定,55,55
投資經,55,49
才能進,55,54
才能夠,55,52
或許可,55,54
成為美,55,54
成任務,55,45
應避免,55,47
應指出,55,51
性投資,55,40
心合作,55,50
很喜歡,55,51
形成一,55,53
強化國,55,50
引進新,55,48
建築法,55,48
建築中,55,37
建立完,55,53
府宣布,55,45
年第二,55,47
年多前,55,50
年也將,55,54
幅收斂,55,51
常使用,55,49
希望對,55,52
市調查,55,30
市民的,55,49
市場前,55,55
已經到,55,53
工服務,55,45
工作與,55,48
崛起的,55,52
展望第,55,51
展市場,55,53
居住在,55,51
局長吳,55,52
就是民,55,52
就是最,55,52
少數人,55,50
導向的,55,53
對話與,55,50
將成長,55,51
將可望,55,51
察總長,55,39
定標準,55,52
完成第,55,49
完成一,55,50
宅市場,55,38
季表現,55,53
媒體茶,55,52
好不好,55,49
天推出,55,53
大陸居,55,40
大變化,55,50
大損失,55,52
多優秀,55,53
外資賣,55,47
外資大,55,50
外交上,55,49
壽董事,55,39
場狀況,55,51
場傳出,55,52
基金規,55,40
型機車,55,26
在研究,55,51
在會後,55,49
在持續,55,52
在夏普,55,44
在南港,55,51
團指出,55,48
國產業,55,47
國慶演,55,29
國家建,55,52
國參加,55,46
國內法,55,48
國傳統,55,49
因此有,55,55
因應國,55,55
因地震,55,47
回大陸,55,43
回升至,55,47
嘉義大,55,44
售價新,55,52
員參加,55,49
吳寶春,55,17
合規定,55,40
台灣鄉,55,46
台灣手,55,45
台北出,55,44
可立即,55,55
可快速,55,49
可同時,55,54
可以完,55,54
及如何,55,55
及員工,55,50
及人才,55,52
參與及,55,50
去年上,55,53
即將進,55,54
動台股,55,51
加上近,55,54
創下台,55,54
前提是,55,48
前大陸,55,52
到經濟,55,51
到學校,55,52
利率會,55,47
公司開,55,55
光收購,55,31
先前已,55,55
充分的,55,51
億台幣,55,44
價調整,55,38
價空間,55,32
做出決,55,48
個獎項,55,44
信未來,55,55
來台就,55,38
作過程,55,52
作者是,55,54
休閒農,55,33
以現在,55,50
以我們,55,51
以及高,55,54
今年至,55,53
今下午,55,53
人數不,55,54
人安全,55,50
人同行,55,42
人協會,55,42
也紛紛,55,54
主要業,55,55
主委的,55,54
主動式,55,42
中華隊,55,28
中發現,55,54
中產階,55,43
中國對,55,46
中國不,55,51
並於今,55,55
不相信,55,48
不是最,55,52
不同調,55,46
不佳的,55,53
上班時,55,48
上班日,55,50
上千萬,55,49
黑翻紅,54,47
黏著度,54,51
高雄國,54,40
飲用水,54,35
頭市場,54,38
預定在,54,53
項業務,54,50
面上的,54,51
電話給,54,47
電影的,54,44
雙方已,54,52
雙方並,54,51
雖然大,54,53
際需求,54,45
銀行開,54,50
針對美,54,50
針對各,54,53
野黨團,54,45
重創台,54,52
醫療的,54,43
都會在,54,54
過去都,54,52
連串的,54,51
這個機,54,54
逐漸下,54,51
透過自,54,54
追求的,54,51
辦都更,54,21
轉化成,54,51
跨黨派,54,46
贊助商,54,24
貼文指,54,53
變電所,54,22
詢問時,54,52
訓練的,54,50
計公司,54,42
要的人,54,50
要強化,54,51
要前往,54,51
西南部,54,46
表演團,54,40
衛生署,54,45
術作品,54,43
行投資,54,50
處長徐,54,54
處官員,54,40
莫拉克,54,38
航桃園,54,34
與財政,54,41
與環保,54,49
與和平,54,44
能達成,54,53
能直接,54,54
能產品,54,45
能找到,54,54
能感受,54,51
能因此,54,51
肯定與,54,50
股價大,54,49
者參與,54,54
義參與,54,44
美國會,54,46
美國一,54,49
置容量,54,38
置太陽,54,28
續拓展,54,54
續在台,54,49
繼續與,54,52
繼續支,54,48
繼續堅,54,45
總統應,54,50
總決賽,54,40
經典的,54,50
組件廠,54,38
系發展,54,50
節目中,54,50
等人都,54,54
等人的,54,48
等人出,54,53
端產品,54,47
站今天,54,52
私募案,54,28
社訪問,54,54
瞬間大,54,51
目前暫,54,52
目前外,54,51
盟理事,54,48
的電動,54,44
的關切,54,49
的法令,54,47
的最愛,54,53
的居住,54,42
的健保,54,44
發產業,54,43
當然有,54,50
由高雄,54,51
由去年,54,47
產業化,54,43
產公司,54,32
理董事,54,42
理程序,54,47
玩家的,54,48
獎號碼,54,24
特別安,54,53
爭議不,54,52
無法預,54,52
為首要,54,53
為題發,54,51
為電子,54,49
為現在,54,53
為了解,54,54
為主流,54,52
灣指數,54,30
灣城市,54,26
灣司法,54,45
漁民的,54,44
海外僑,54,39
活動也,54,54
洲金融,54,48
注意保,54,47
沒有收,54,47
沒有受,54,52
求成長,54,43
永豐餘,54,23
永康區,54,45
民運動,54,41
步觀察,54,49
款手機,54,45
次長吳,54,52
次大選,54,50
業部門,54,41
業總工,54,42
業成功,54,49
業平均,54,42
業問題,54,46
棟建築,54,43
條件下,54,52
梅雨季,54,38
格持續,54,49
根據資,54,52
核二廠,54,34
林靜儀,54,28
林恩平,54,14
期舉辦,54,53
服務方,54,48
有幾個,54,54
有創新,54,50
月衰退,54,44
月時間,54,52
會讓人,54,49
會議主,54,53
會一直,54,52
最擔心,54,46
更多年,54,52
更多優,54,54
更全面,54,52
智慧車,54,32
時調整,54,48
是要有,54,52
昨天也,54,53
日東北,54,43
日本民,54,42
日成交,54,47
於網路,54,52
於昨天,54,54
於日前,54,54
方面則,54,54
方式是,54,50
方交流,54,50
新品發,54,49
數高達,54,54
數十萬,54,50
整體規,54,48
整體成,54,50
政院指,54,43
攻擊的,54,44
擔任副,54,51
擁有一,54,53
提出來,54,48
提出三,54,52
提供者,54,48
排隊人,54,44
捷航空,54,24
持續對,54,50
持續創,54,51
技大廠,54,48
才需求,54,50
所掛牌,54,34
所以在,54,54
成目標,54,51
成果展,54,45
感染者,54,29
恐怕也,54,50
性商品,54,43
快樂的,54,51
得市場,54,52
很努力,54,49
廣泛交,54,51
度調查,54,44
幾乎不,54,52
年第四,54,46
年相比,54,49
年年初,54,53
年大幅,54,52
年多的,54,54
年元月,54,52
平均的,54,41
幣計價,54,40
常上班,54,21
市場潛,54,49
市場主,54,50
工具的,54,51
就不要,54,52
導致新,54,53
對銀行,54,49
對外經,54,39
專注在,54,53
將扮演,54,50
將全數,54,52
家電產,54,44
家之一,54,50
學習與,54,51
學習中,54,42
婦產科,54,28
天氣轉,54,48
大衝擊,54,50
大維說,54,37
大幅調,54,50
大台中,54,44
大公司,54,45
壓力大,54,49
培育計,54,41
執委會,54,37
均價每,54,37
在風險,54,51
在開幕,54,49
在目前,54,53
在業界,54,50
在官網,54,52
在台設,54,45
在中秋,54,45
國食品,54,45
國際展,54,41
國際博,54,23
國與中,54,51
國研院,54,25
國現行,54,46
國廣播,54,44
國人壽,54,43
嚴重災,54,52
哲上午,54,54
品質不,54,52
品貿易,54,49
品牌在,54,51
和世界,54,50
命名為,54,48
呼吸道,54,37
向全球,54,51
各自表,54,40
台灣司,54,44
台北飛,54,43
台北松,54,51
可以享,54,52
口金額,54,37
受美國,54,47
受地震,54,45
及推動,54,53
及所有,54,51
及國民,54,51
去年以,54,49
協助政,54,51
區房價,54,37
區及東,54,47
北市調,54,44
化投資,54,37
化公司,54,40
務業者,54,47
務單位,54,40
務事業,54,45
動服務,54,44
助廠商,54,47
到時候,54,51
到公司,54,50
到來自,54,46
到中華,54,48
利用這,54,52
別是台,54,54
分享經,54,47
分享他,54,51
出校園,54,24
出全台,54,51
再強調,54,49
具意義,54,54
其他同,54,50
共開出,54,30
共同出,54,51
公布全,54,52
公司大,54,45
八縣市,54,26
全部都,54,52
入第二,54,52
入健保,54,35
元升值,54,49
億多元,54,44
價格不,54,54
傳大學,54,40
健康保,54,46
做得不,54,48
信網路,54,45
促進國,54,52
來的發,54,51
來全球,54,51
作機制,54,48
任後的,54,52
以進行,54,54
以考慮,54,50
以及與,54,54
代理人,54,42
今天為,54,53
今天最,54,51
今天北,54,50
人在台,54,46
人員不,54,50
也準備,54,54
主任李,54,52
中交易,54,50
並說明,54,50
並強化,54,53
不過這,54,54
不要有,54,51
不是島,54,45
不安全,54,48
三階段,54,46
三明治,54,36
一點點,54,48
一片天,54,52
一大步,54,51
一大早,54,53
一周來,54,24
一個世,54,46
龍指出,53,50
黃文榮,53,34
體服務,53,51
體代表,53,46
首度公,53,52
颱風馬,53,35
預測值,53,28
預估在,53,48
須面對,53,52
項重要,53,52
音樂劇,53,34
非常難,53,50
需求大,53,49
電視的,53,38
電商的,53,47
電信與,53,42
陳情書,53,35
院研究,53,48
關係有,53,50
間臺灣,53,45
間可以,53,53
開始營,53,50
開台灣,53,51
長黃文,53,51
長代表,53,49
重要工,53,48
重大傷,53,36
都是不,53,53
郭明良,53,17
郝柏村,53,24
還是以,53,50
邀請來,53,53
選民的,53,50
達到最,53,52
過去政,53,50
過一個,53,52
遊戲機,53,34
進行國,53,47
進入市,53,50
造成衝,53,52
這樣才,53,48
退休人,53,40
農牧部,53,30
辛在勤,53,21
車環島,53,26
車流量,53,35
跟大陸,53,44
跌幅最,53,52
趨勢與,53,52
走下去,53,46
賽冠軍,53,49
資產品,53,43
資源分,53,48
貿易中,53,43
負擔的,53,52
議員王,53,51
證所稅,53,37
謝淑薇,53,11
論是否,53,50
認為中,53,49
評選為,53,49
設施的,53,50
計買超,53,44
見面會,53,40
要自己,53,49
要政策,53,45
要思考,53,52
處可見,53,51
藉由這,53,52
華人社,53,48
英文有,53,51
英政府,53,44
若台灣,53,51
舞蹈團,53,22
與繁榮,53,45
與日方,53,41
至於大,53,53
自己要,53,52
自今天,53,47
能避免,53,52
能輕鬆,53,52
能確保,53,51
能沒有,53,48
能夠更,53,50
能在台,53,52
能了解,53,51
股價一,53,49
股今年,53,52
聯合大,53,39
聖文森,53,24
而這些,53,52
習機會,53,49
翁震炘,53,27
美國民,53,45
總部設,53,52
總計有,53,53
總市值,53,36
綜合指,53,42
經理謝,53,52
結構改,53,47
節當天,53,39
等各方,53,52
第一件,53,47
立場與,53,50
科技總,53,45
示未來,53,52
矽谷計,53,29
相關海,53,36
相關主,53,51
相當好,53,50
目前房,53,45
的高鐵,53,45
的雙邊,53,46
的身體,53,50
的視野,53,49
的節能,53,42
的秘密,53,50
的示範,53,51
的機場,53,43
的書面,53,50
的景點,53,45
的教學,53,48
的捷運,53,47
的後裔,53,27
的工廠,53,51
的國慶,53,42
的因應,53,50
的台股,53,48
的刻板,53,50
的利潤,53,50
的公平,53,46
的元素,53,47
的保單,53,39
發生了,53,51
當地市,53,49
異業結,53,45
留台灣,53,41
由台中,53,48
產品將,53,52
生研究,53,47
生態保,53,45
環境和,53,52
現行憲,53,44
率已達,53,49
獲台灣,53,52
狄百瑞,53,5
爆米花,53,27
為區域,53,50
流中心,53,31
活動開,53,52
活動等,53,51
活動是,53,52
洪孟啟,53,30
泰國及,53,43
法院認,53,44
法案的,53,44
法取得,53,50
沒看到,53,50
沒有實,53,52
江丙坤,53,20
永遠的,53,49
水準的,53,51
民黨將,53,48
民眾搭,53,49
民眾就,53,49
民投票,53,38
比重達,53,53
步成長,53,51
業產品,53,46
業機構,53,49
業來說,53,50
條例第,53,44
案管理,53,38
校校長,53,44
查資料,53,36
東協經,53,37
李同榮,53,12
本顯示,53,35
有產品,53,53
有政府,53,49
有增加,53,53
月最高,53,40
月底的,53,43
月底將,53,50
月宣布,53,48
會遇到,53,51
會議時,53,52
會盡力,53,50
會有所,53,49
會工作,53,48
會員的,53,47
會台北,53,52
會依照,53,51
最小的,53,47
書內容,53,48
更是一,53,52
更明確,53,48
景氣低,53,50
時間到,53,50
是正常,53,49
是根據,53,51
是對台,53,49
是否真,53,49
日在國,53,52
日以前,53,45
旅客不,53,51
於英國,53,45
於第一,53,48
於社會,53,49
於人民,53,48
方向是,53,50
新聞獎,53,26
新紀錄,53,49
文化等,53,50
政策主,53,49
政府大,53,51
政府基,53,40
據媒體,53,52
擊樂團,53,29
擁有更,53,49
提供專,53,52
控制的,53,46
接觸的,53,49
排灣族,53,35
挑戰與,53,50
持開放,53,45
持續不,53,50
投資設,53,49
投注站,53,24
技人才,53,42
手打造,53,52
戰略暨,53,47
成長預,53,42
成長性,53,48
應該還,53,50
應積極,53,49
應用展,53,32
意外發,53,49
情嚴重,53,51
息預期,53,48
性任務,53,45
德國的,53,50
從目前,53,52
得比較,53,49
後台灣,53,50
很嚴重,53,48
張國政,53,12
廠商在,53,53
廖世傑,53,16
度突破,53,49
度影響,53,52
年適逢,53,50
年底可,53,49
帶動的,53,51
希望的,53,48
市長選,53,46
市場賣,53,42
市場研,53,49
已於今,53,53
已展開,53,50
工啟用,53,45
就會出,53,52
就是對,53,51
小資族,53,43
對目前,53,53
對特定,53,48
將有更,53,51
將加速,53,53
實力的,53,49
密切聯,53,52
家醫院,53,39
家都有,53,50
定會有,53,50
安事件,53,47
媒合會,53,29
婦援會,53,14
如果民,53,50
好的成,53,50
好未來,53,49
好一點,53,45
大陸事,53,43
大陸之,53,50
大超商,53,40
大學大,53,51
多萬人,53,48
堅定的,53,52
地震中,53,42
地租金,53,19
地特色,53,48
地天氣,53,46
地區民,53,52
在工業,53,51
在報告,53,50
在地方,53,50
在其中,53,52
團首席,53,53
團協商,53,42
國際食,53,33
國際場,53,44
國司法,53,37
國公民,53,43
國內資,53,40
因為她,53,50
因此才,53,51
單月營,53,44
員參與,53,44
品應用,53,51
和過去,53,48
和人民,53,50
吸引近,53,50
吸引台,53,44
否則就,53,51
名全球,53,52
名企業,53,51
同意權,53,41
合在地,53,50
合作成,53,49
台設立,53,46
台灣警,53,33
台灣若,53,50
台灣競,53,42
台灣台,53,49
台大法,53,40
可省下,53,48
可發現,53,51
可望超,53,47
只要能,53,53
另一名,53,51
受訪說,53,50
反應熱,53,49
及衛生,53,51
及提升,53,53
及地區,53,48
及健康,53,50
參訪台,53,47
去日本,53,49
原料藥,53,20
卡消費,53,42
協會等,53,52
北市區,53,48
北京市,53,34
勞資協,53,35
勞工局,53,29
勞工休,53,35
務局長,53,46
務內容,53,51
助台商,53,38
力維持,53,48
創立的,53,50
前開始,53,52
前瞻性,53,49
前十名,53,42
到相關,53,51
到人民,53,47
分階段,53,47
分之二,53,51
出多款,53,49
出台北,53,51
再決定,53,50
共同投,53,51
公辦都,53,23
全面開,53,44
價格持,53,49
僅提供,53,53
傳出有,53,53
停止上,53,32
做最後,53,47
們不能,53,42
個會員,53,47
來第一,53,52
作時間,53,45
作品參,53,44
住院醫,53,29
但在台,53,53
企業應,53,44
任司法,53,34
件產品,53,39
以發揮,53,51
以及全,53,50
今年暑,53,47
今年房,53,47
人非常,53,53
人數減,53,49
人提供,53,52
人感動,53,47
人員協,53,46
亞研究,53,39
了美國,53,49
也引發,53,52
中教育,53,37
中扮演,53,52
中心在,53,52
中國醫,53,36
中下游,53,46
並成立,53,52
並安排,53,53
不相同,53,50
不正常,53,40
不會只,53,46
不斷增,53,51
不定期,53,51
不反對,53,45
不及格,53,41
下雨的,53,40
上週五,53,36
上午宣,53,52
一個階,53,45
一個交,53,51
點附近,52,47
高度的,52,47
驗研究,52,45
首度以,52,49
預估第,52,49
面交易,52,21
非代表,52,38
零時起,52,43
隨著中,52,52
陳俊賢,52,17
除持續,52,52
除了國,52,51
院人事,52,48
降到最,52,49
防淹水,52,52
關程序,52,48
關係良,52,51
開放下,52,38
開始投,52,50
長張國,52,43
銀行信,52,44
銀行不,52,48
金質獎,52,27
量可望,52,46
都是從,52,51
都一樣,52,48
部規劃,52,48
部落客,52,38
部大樓,52,37
部下午,52,51
邦證券,52,37
達桃園,52,47
過不同,52,51
進行報,52,50
連勝文,52,18
通證券,52,30
通平台,52,38
這次在,52,51
這次來,52,48
這是政,52,52
這個社,52,41
這些資,52,47
透過全,52,48
近期也,52,51
辦理退,52,46
身分的,52,44
趨勢的,52,51
起來的,52,46
購屋人,52,33
資經營,52,43
費提供,52,48
貯存場,52,12
讓現場,52,48
調整後,52,50
認為在,52,51
認為國,52,49
設計上,52,50
記者的,52,46
訊中心,52,30
解決之,52,50
視為是,52,51
要進入,52,49
要爭取,52,49
補助款,52,41
行溝通,52,49
行動化,52,38
蘋果的,52,48
蔡伯璽,52,7
著眼於,52,51
萬元至,52,44
若發生,52,47
航空市,52,39
舉辦公,52,48
與行銷,52,49
與自由,52,46
與執行,52,50
與地區,52,43
與事實,52,45
與中共,52,47
自己都,52,50
自己當,52,50
自己對,52,51
脫離歐,52,40
股掛牌,52,46
耀表示,52,39
翁院長,52,16
美方對,52,44
美國共,52,50
美國上,52,50
續開發,52,50
續深耕,52,52
續堅持,52,43
總統昨,52,46
網路電,52,42
網技術,52,45
網友說,52,47
絕不能,52,49
結合在,52,52
紡織品,52,31
級學生,52,42
管理費,52,29
管理上,52,50
策略與,52,51
策略上,52,50
等多家,52,52
程安排,52,49
科技今,52,47
社會民,52,49
社會正,52,50
目前面,52,48
的驕傲,52,50
的食材,52,45
的領袖,52,45
的資深,52,50
的行列,52,50
的績效,52,44
的法國,52,45
的有機,52,43
的攝影,52,42
的幅度,52,50
的妻子,52,46
的危險,52,48
的低溫,52,47
的今天,52,52
的人物,52,49
的人文,52,46
發電的,52,43
發行商,52,40
發展最,52,50
症患者,52,37
由交通,52,50
用金融,52,43
產險業,52,26
理學系,52,45
現在這,52,51
獲得最,52,52
燒燙傷,52,29
然成為,52,52
無疑是,52,50
為智慧,52,49
灣留學,52,43
源指出,52,45
深化台,52,46
淨流入,52,29
法院聲,52,48
況不佳,52,51
沒有用,52,48
沒有成,52,47
水準下,52,52
民眾熱,52,52
民眾會,52,49
歷年同,52,45
步調查,52,47
此次參,52,50
款帳戶,52,31
次在台,52,52
次參展,52,44
權國家,52,42
標準作,52,47
業研發,52,43
業的重,52,50
業條例,52,31
業共同,52,51
條例的,52,48
根據規,52,47
校師生,52,41
架飛機,52,45
林懷民,52,25
東協的,52,42
朱宗慶,52,17
本地震,52,42
有經濟,52,52
有積極,52,50
有改善,52,48
有些是,52,41
會關懷,52,39
會發現,52,50
會檢討,52,45
會成功,52,49
會引發,52,51
會密切,52,48
會利用,52,49
曾說過,52,49
更緊密,52,48
景氣的,52,52
時提出,52,51
時在台,52,50
時也會,52,52
是科技,52,49
是教育,52,46
是專業,52,48
是不同,52,50
是一條,52,49
昨天舉,52,52
明自己,52,50
明年度,52,44
日亞化,52,12
旅行時,52,36
新生活,52,44
新潮流,52,38
新價值,52,44
新任駐,52,45
料指出,52,49
斌今天,52,46
文規定,52,41
文教育,52,31
文博會,52,22
整合行,52,38
政策都,52,50
政府高,52,47
政府認,52,47
提琴家,52,34
授權的,52,49
捷公司,52,30
持續匯,52,43
把所有,52,50
承包商,52,32
手機等,52,52
我國與,52,43
我們應,52,49
成長逾,52,49
成為主,52,50
應該更,52,47
意投入,52,48
志工團,52,34
後續還,52,51
後的第,52,49
形象廣,52,28
張麗善,52,28
府重視,52,47
府成立,52,48
府已經,52,49
幹細胞,52,22
年最高,52,47
年房價,52,39
年夜飯,52,15
年前在,52,51
希望所,52,51
市捷運,52,43
市府與,52,44
市場則,52,51
已在台,52,52
工作會,52,44
島嶼的,52,48
展組織,52,49
屋貸款,52,34
局長周,52,50
就會開,52,52
就是把,52,49
對行政,52,49
對兆豐,52,41
對世界,52,50
將致力,52,51
將再度,52,50
容指出,52,46
家飯店,52,40
家房屋,52,44
害發生,52,47
宏指出,52,51
學講座,52,47
孟加拉,52,33
失去了,52,44
大陸進,52,45
大的影,52,51
大熱門,52,43
大改變,52,52
大學也,52,49
大利多,52,46
多的是,52,50
多數是,52,49
外資今,52,50
增進兩,52,46
場舉行,52,52
在電子,52,49
在經營,52,47
在競選,52,52
在校園,52,48
在戶外,52,50
在各地,52,48
團隊一,52,50
國際生,52,41
國與國,52,45
國產署,52,27
國家在,52,51
因為當,52,52
因此她,52,51
因中國,52,49
商提供,52,48
商公會,52,23
和民眾,52,50
呂蕙容,52,23
向政府,52,48
名景點,52,52
名國際,52,48
合醫院,52,45
各地天,52,46
司法的,52,39
台股量,52,40
台灣飛,52,41
台灣非,52,49
台灣專,52,47
台東大,52,44
可能更,52,50
可提升,52,52
口味的,52,46
受各界,52,52
受傷的,52,51
反而會,52,47
及英國,52,47
及聯合,52,42
參加抽,52,47
去美國,52,49
去年前,52,44
原本在,52,51
南韓的,52,47
南大學,52,34
協商會,52,47
北代表,52,41
北京對,52,39
勢必要,52,52
動休閒,52,44
加入的,52,45
創業團,52,38
別安排,52,51
判決結,52,39
出席世,52,44
再成長,52,47
再創歷,52,49
其中在,52,51
其中之,52,51
共同召,52,46
公協會,52,39
兩年的,52,45
兩年來,52,52
兩岸服,52,44
兩人都,52,51
全國第,52,48
全台的,52,50
內企業,52,45
入銀行,52,33
入夜後,52,45
價格帶,52,42
候機室,52,23
倍成長,52,48
個角落,52,49
個年頭,52,50
個可以,52,51
來還是,52,52
位數的,52,48
位幸運,52,39
但至少,52,51
伊拉克,52,35
企業為,52,51
任務的,52,48
以手機,52,51
以及其,52,52
以前的,52,49
代表作,52,44
仍堅持,52,50
今日也,52,47
今年目,52,47
今天揭,52,50
今天回,52,52
今天主,52,49
人服務,52,36
人才需,52,47
人員都,52,52
交易額,52,38
事長高,52,50
事長詹,52,49
也曾經,52,50
也是我,52,46
也是大,52,51
也提及,52,52
也將與,52,51
也坦言,52,52
主舞台,52,36
中的一,52,52
中心設,52,42
中心總,52,51
並建議,52,51
不重視,52,48
不要在,52,50
不對的,52,46
下滑至,52,48
下午參,52,51
一種是,52,36
一次到,52,50
一國兩,52,41
黨團副,51,43
黨台北,51,43
點之上,51,45
黑名單,51,35
麵包師,51,24
鴻海入,51,31
館表示,51,41
題在於,51,51
題之一,51,49
預計第,51,49
預期台,51,50
順利成,51,46
非常適,51,48
難道不,51,47
離開台,51,49
雖然今,51,46
階手機,51,40
陸方表,51,42
陳文琪,51,20
院上午,51,49
間沒有,51,49
長陳正,51,48
長辦公,51,43
銀行以,51,51
醒大家,51,50
都有相,51,50
都是可,51,49
部會協,51,46
部報告,51,42
邱俊榮,51,17
還有其,51,51
選出的,51,51
選出來,51,47
過一年,51,44
運服務,51,42
進行投,51,48
進行分,51,50
進入中,51,50
造船業,51,25
速度快,51,47
這個方,51,49
近年台,51,51
近十年,51,48
近一個,51,45
跌幅達,51,49
越南河,51,37
起合作,51,49
賦稅署,51,34
費方案,51,38
買不到,51,44
谷計畫,51,27
讓雙方,51,48
請總統,51,42
談到台,51,49
認為可,51,49
認售比,51,48
認可的,51,45
該海域,51,37
設計展,51,33
計畫與,51,48
解讀為,51,46
觀景台,51,22
視品牌,51,29
要落實,51,49
要產品,51,49
要求的,51,50
要改善,51,48
要團結,51,46
要全面,51,48
西移動,51,49
被點名,51,45
被要求,51,48
表示這,51,51
表示有,51,46
行政總,51,48
處理國,51,43
處副總,51,45
蘇迪勒,51,42
葛來儀,51,18
著中國,51,51
萬餘戶,51,22
萬戶的,51,39
花蓮及,51,46
與轉型,51,44
與海外,51,46
與國外,51,47
自大陸,51,49
能降低,51,48
能引發,51,47
胡勝正,51,12
育文化,51,47
耶誕節,51,43
而帶動,51,49
老朋友,51,42
義今天,51,47
美國地,51,44
網路投,51,31
經濟基,51,48
經濟困,51,42
給中國,51,45
絕對會,51,50
約台北,51,46
策進會,51,47
等措施,51,50
筆土地,51,32
第三地,51,43
立委江,51,49
空間有,51,44
空市場,51,38
社會及,51,49
矽品合,51,30
相關設,51,49
相關供,51,48
的高峰,51,49
的障礙,51,45
的薪水,51,44
的禮物,51,44
的活力,51,48
的檢驗,51,47
的文創,51,41
的支援,51,45
的所得,51,40
的強烈,51,45
的季節,51,45
的友好,51,43
的前景,51,47
的再生,51,31
發展也,51,51
申請上,51,45
由於近,51,51
用這個,51,48
產業者,51,42
產業整,51,44
產損失,51,35
產技術,51,40
產品也,51,49
生畢業,51,46
理念的,51,48
玉表示,51,31
率期貨,51,28
率團訪,51,45
特色是,51,48
特別舉,51,51
片土地,51,46
爆炸事,51,33
營銀行,51,44
照顧的,51,46
然無法,51,50
無法回,51,49
為第二,51,47
為所有,51,50
為嚴重,51,51
為加速,51,48
為了保,51,50
灣工業,51,35
潘健成,51,10
漲幅超,51,43
準閣揆,51,48
源產業,51,37
海洋科,51,36
法院表,51,50
法院前,51,49
法律人,51,43
沒有理,51,44
沒有機,51,49
求持續,51,48
水產品,51,33
民眾自,51,50
民眾應,51,51
民眾因,51,44
毅表示,51,45
歐盟的,51,36
業者建,51,46
業策略,51,42
果今天,51,48
林碧炤,51,33
松山區,51,44
未明顯,51,50
未來電,51,42
期公債,51,33
望所有,51,50
有效運,51,43
有大量,51,51
有另一,51,50
月租費,51,31
月交易,51,38
會服務,51,50
最高峰,51,47
最有效,51,49
晶片廠,51,41
時間較,51,51
是觀光,51,49
是業者,51,47
是技術,51,47
是成功,51,48
是否對,51,50
昨天宣,51,51
明顯不,51,49
早盤一,51,49
旦表示,51,43
日經濟,51,51
日旅遊,51,40
日在高,51,47
旅客更,51,49
於一個,51,47
方意見,51,47
方人員,51,45
新高價,51,41
新開幕,51,44
新表示,51,40
新境界,51,48
新中心,51,29
新世紀,51,30
文中心,51,29
數位教,51,19
教團體,51,43
攝護腺,51,13
擴展至,51,48
據點的,51,45
插畫家,51,32
接受日,51,46
指標中,51,41
持有台,51,45
技術等,51,48
技業者,51,45
所持有,51,43
我國籍,51,41
成就感,51,47
感謝他,51,51
愛普生,51,20
性溝通,51,43
得日本,51,46
得投資,51,48
很關心,51,49
引進國,51,47
廣泛的,51,49
廠生產,51,47
度在台,51,46
府是否,51,47
府協助,51,46
年達成,51,48
年透過,51,48
年級的,51,45
年度中,51,48
年代的,51,43
年亞洲,51,44
